"site","fence","elev_mean_3x3","elev_sd_3x3","pct_slope_mean_3x3","pct_slope_sd_3x3","tree_vol_mean_3x3","tree_vol_sd_3x3","dist_rivers_mean_3x3","dist_rivers_sd_3x3","elev_mean_5x5","elev_sd_5x5","pct_slope_mean_5x5","pct_slope_sd_5x5","tree_vol_mean_5x5","tree_vol_sd_5x5","dist_rivers_mean_5x5","dist_rivers_sd_5x5","distance_to_perimeter","dist_cleared_mean_3x3","dist_cleared_sd_3x3","dist_cleared_mean_5x5","dist_cleared_sd_5x5","dist_dambo_mean_3x3","dist_dambo_sd_3x3","dist_dambo_mean_5x5","dist_dambo_sd_5x5","prop_M1_3x3","prop_M2_3x3","prop_M3_3x3","prop_Afromontane_3x3","prop_Water_3x3","prop_Dambo_3x3","prop_Rock_3x3","prop_Cleared_3x3","prop_M1_5x5","prop_M2_5x5","prop_M3_5x5","prop_Afromontane_5x5","prop_Water_5x5","prop_Dambo_5x5","prop_Rock_5x5","prop_Cleared_5x5"
"038",0,1074.33333333333,2.78388218141501,9.22222222222222,2.4381231397213,58.6666658189562,7.69999958219994,2206.66666666667,17.4355957741627,1073.96,3.38476980999693,9.2,2.44948974278318,59.0479997253418,30.093190514419,2201.36,22.7117443921275,6815.4091796875,41.8056869506836,16.8469606903067,45.6622775268555,16.8469606903067,824.78281656901,17.3191651941642,825.106291503906,17.3191651941642,1,0,0,0,0,0,0,0,0.76,0.08,0.04,0,0,0,0,0.12
"152",0,1030.66666666667,6.78232998312527,21.5555555555556,3.84418753155693,71.533332824707,15.3931819561609,931.777777777778,17.4268311647426,1029.08,9.02274902676562,20.84,3.89101529166874,72.6239990234375,12.8165685599104,930.44,28.825740811527,7695.7197265625,851.03860812717,17.3193368885693,851.352065429688,17.3193368885693,1304.40280490451,17.3204510279294,1304.60725097656,17.3204510279294,0.888888888888889,0.111111111111111,0,0,0,0,0,0,0.92,0.08,0,0,0,0,0,0
"159",0,1137,4.03112887414927,13.5555555555556,1.23603308118261,53.5333315531413,20.193315143915,1242.22222222222,17.2175620935266,1134.92,8.90655189546811,13.44,1.26095202129185,55.1759986877441,17.8606939638908,1242.32,28.839671750328,8145.23828125,32.6995035807292,17.2361616049654,42.6445071411133,17.2361616049654,523.704742431641,17.3210177022463,524.213737792969,17.3210177022463,0.888888888888889,0,0,0,0,0,0,0.111111111111111,0.92,0,0,0,0,0,0,0.08
"205",0,1133.88888888889,6.29373586283307,20.7777777777778,4.96935050529186,138.355561998155,18.1332650398392,140.333333333333,17.1828402774396,1129.32,11.4043851215223,21.68,4.87954915950234,131.65600402832,19.6506391180028,139.84,28.6511779862539,9270.8681640625,2867.86789279514,17.320287889182,2867.9609375,17.320287889182,157.056006537543,17.3230268689223,158.342520751953,17.3230268689223,0,0.555555555555556,0.444444444444444,0,0,0,0,0,0.04,0.56,0.4,0,0,0,0,0
"141",0,1036.66666666667,6.46142399166004,23.3333333333333,0.5,76.8888922797309,9.49926841997485,403,17.2336879396141,1035.24,9.38207510806289,22.12,1.83303027798234,76.1320025634766,19.5936793491581,402.6,28.860295678781,10522.0009765625,3436.43226453993,17.3204901987299,3436.50986328125,17.3204901987299,481.940792507595,17.3120631784033,482.495816650391,17.3120631784033,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0
"060",0,1061.33333333333,2.78388218141501,10,1.5,145.877783881293,14.9559169356883,536.333333333333,17.3709527660402,1063.36,3.96736688497547,9.08,1.89120772700057,147.248007202148,14.5121824733842,536.92,28.8558486272714,9573.8447265625,4186.96392144097,17.3203957201558,4187.0276171875,17.3203957201558,382.448218451606,17.321393952067,383.144997558594,17.321393952067,0,0.222222222222222,0.777777777777778,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0
"114",0,1158.66666666667,4.35889894354067,15,1.5,104.466670566135,22.7582448977427,992.555555555556,17.2199819331432,1158.48,5.85320425066476,14.44,1.41656862405838,101.364004211426,36.5686700089332,992.92,28.8572925502954,5204.162109375,4260.07817925347,17.320297968087,4260.140859375,17.320297968087,47.7391230265299,16.9144340182816,52.8706530761719,16.9144340182816,0.111111111111111,0.555555555555556,0.333333333333333,0,0,0,0,0,0.08,0.4,0.44,0,0,0.08,0,0
"138",0,1232.22222222222,3.49205447329283,10.2222222222222,1.7873008824606,122.022229512533,15.1664762472421,320.666666666667,17.3493515728975,1229.48,5.05898540552682,10.4,1.93649167310371,127.572006835938,16.7396873969059,321.4,28.8227340826647,5591.2880859375,4964.29915364583,17.3204296040996,4964.352890625,17.3204296040996,377.712493896484,17.3185959964223,378.418774414063,17.3185959964223,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0.36,0.64,0,0,0,0,0
"142",0,1225.66666666667,3.64005494464026,12.6666666666667,0.5,146.933339436849,5.79999542236328,1136.66666666667,17.4499283666151,1225.56,6.25886038615125,13.68,2.2494443758404,140.43200592041,15.5566095625089,1136.92,28.8673979891965,4256.80615234375,3590.30170355903,17.3205372502744,3590.37599609375,17.3205372502744,585.719075520833,17.3150767670977,586.175256347656,17.3150767670977,0,0,1,0,0,0,0,0,0,0.16,0.84,0,0,0,0,0
"071",1,929.111111111111,2.26077666104176,7,0,72.8666661580404,13.8643433097777,1121.44444444444,17.2127213937186,930.8,3.70809924354783,8.64,2.62805377925694,71.307999420166,12.9406322636779,1121.12,28.7276289774612,1067.33312988281,223.312561035156,12.1630263720231,216.267130126953,12.1630263720231,185.116566975911,17.2724499834353,186.581821899414,17.2724499834353,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0.76,0.24,0,0,0,0,0,0
"203",1,880.777777777778,6.90611645170022,24.6666666666667,2,57.9333318074544,22.5701125353508,2321.22222222222,17.2683075153428,880.88,10.3534213346764,24.68,1.95192212959431,58.0799984741211,22.7037437225486,2321.24,28.9385555962975,2242.69921875,27.3345845540365,14.4714560919314,35.2079528808594,14.4714560919314,443.020161946615,17.314165673254,443.623419189453,17.314165673254,0.888888888888889,0,0,0,0,0,0,0.111111111111111,0.88,0,0,0,0,0,0,0.12
"148",1,1021,5.47722557505166,18.3333333333333,0.5,49.4333324432373,32.8427307454213,1880,17.3205080756888,1018.4,8.32165848854662,19.68,5.19390668636496,48.7719992828369,35.6606867832221,1880,28.8675134594813,1814.16638183594,23.6672922770182,16.4268585686997,29.6472772216797,16.4268585686997,902.14560953776,17.3180712534975,902.441472167969,17.3180712534975,0.666666666666667,0.111111111111111,0,0,0,0,0,0.222222222222222,0.6,0.12,0,0,0,0,0,0.28
"027",1,1182.66666666667,6.36396103067893,23.5555555555556,2.40370085030933,65.6000027126736,17.5457275874204,707.444444444444,17.1618116111842,1182.68,11.589219128138,23.92,2.48193472919817,62.2680026245117,21.1385671590769,707.8,28.7938072045593,2722.44384765625,228.619033813477,17.3206493132385,226.388438110352,17.3206493132385,288.906094021267,17.318350099215,289.829358520508,17.318350099215,0.222222222222222,0.777777777777778,0,0,0,0,0,0,0.36,0.64,0,0,0,0,0,0
"146",1,1069.44444444444,3.32080980752855,12,0,103.700001186795,21.7120410464404,247.555555555556,17.2707202449052,1070.84,4.29806157858788,10.88,4.10609303352956,108.416002197266,19.0536719923226,248.32,28.9837885722346,4118.30029296875,601.553697374132,17.3150281122907,601.99787109375,17.3150281122907,380.175642225477,17.3145171879881,380.527984619141,17.3145171879881,0.444444444444444,0.444444444444444,0.111111111111111,0,0,0,0,0,0.32,0.6,0.08,0,0,0,0,0
"052",1,1143,3.57071421427143,12,0,87.4666692945692,17.8525934976346,240,17.3205080756888,1142.08,5.97159945073345,12.4,3.16227766016838,89.7200032043457,15.7332470654425,240,28.8675134594813,3261.2421875,940.070922851562,17.3195222680313,940.255456542969,17.3195222680313,145.144568549262,17.3114346775355,146.985316772461,17.3114346775355,0.222222222222222,0.777777777777778,0,0,0,0,0,0,0.12,0.88,0,0,0,0,0,0
"046",0,967.333333333333,8.04673846971554,30,0,39.5999988979763,5.71576744473568,1959.77777777778,17.2103005332401,967.04,11.5053610692291,27.16,7.71189557329022,45.671999206543,11.4188266868251,1959.76,28.7913181358548,4409.6484375,1300.71775987413,17.3193067800939,1300.92286132813,17.3193067800939,117.760204739041,17.2945206216265,120.04350189209,17.2945206216265,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"119",0,1000.11111111111,3.05959329178097,11,0,74.9222217135959,9.6906908455328,1259,17.5356779167502,997.92,4.29068759058499,9.92,4.71628384783331,69.4199992370606,9.74568384443783,1259.16,28.8237170862237,5141.29345703125,1476.43714735243,17.3204702328459,1476.61775390625,17.3204702328459,531.664184570312,17.3164753219512,532.166447753906,17.3164753219512,0.888888888888889,0.111111111111111,0,0,0,0,0,0,0.92,0.08,0,0,0,0,0,0
"200",0,1010.22222222222,4.20647648804132,14,0,76.1000001695421,12.2969509315328,903.222222222222,17.4340025365504,1010.44,4.34050688284214,11.6,4.01040313850532,79.3160015869141,19.41420819895,903.48,28.9296848698126,5787.19287109375,2229.05061848958,17.3200997441482,2229.17025390625,17.3200997441482,1348.43120659722,17.3199157965271,1344.41662109375,17.3199157965271,0.555555555555556,0.444444444444444,0,0,0,0,0,0,0.44,0.52,0.04,0,0,0,0,0
"167",0,1176.44444444444,2.12785755580062,6.11111111111111,1.90029237516523,153.633339775933,14.3909717143899,776.111111111111,16.9074276905481,1177.08,3.30302891298275,5.76,1.85472369909914,145.848006286621,17.5008608858369,773.8,28.0698533424503,9237.017578125,6970.81532118056,17.3204602707581,6970.8536328125,17.3204602707581,320.208672417535,17.312060154328,319.397618408203,17.312060154328,0,0.111111111111111,0.888888888888889,0,0,0,0,0,0.04,0.16,0.8,0,0,0,0,0
"078",0,1220.77777777778,4.11636301174282,18,2.78388218141501,153.377783881293,7.73333390553881,580,17.3205080756888,1221,6.53834841531101,18.48,2.91719042916296,145.212005310059,17.6780317034952,579.28,28.112156326638,9585.578125,7752.51350911458,17.3205133976209,7752.54791015625,17.3205133976209,200.665625678168,17.3196954529565,201.993537597656,17.3196954529565,0,0,1,0,0,0,0,0,0,0.28,0.72,0,0,0,0,0
"087",0,1169,4.24264068711928,18.5555555555556,4.06543697255016,139.711114671495,21.7690423199673,406.666666666667,15.467708298258,1169.48,8.41189633792523,19.24,4.02367990774614,143.65200592041,16.1908195235572,401.8,26.118320517726,8237.5849609375,6899.78743489583,17.3203774959874,6899.82609375,17.3203774959874,500.266767713759,17.3149390215807,500.800872802734,17.3149390215807,0.111111111111111,0,0.888888888888889,0,0,0,0,0,0.04,0.04,0.92,0,0,0,0,0
"081",0,1047.11111111111,2.66666666666667,7.66666666666667,0.5,136.122230529785,13.7871124386807,582.222222222222,17.3116851994381,1046.64,4.35775171390018,8.52,2.16256021110781,138.748007202148,13.9250712055285,582.64,28.7878446570771,901.387817382812,2418.40169270833,17.3205473315675,2418.48547851562,17.3205473315675,185.11237250434,17.3229956346438,186.54983581543,17.3229956346438,0,0.222222222222222,0.777777777777778,0,0,0,0,0,0,0.12,0.88,0,0,0,0,0
"198",0,1107.33333333333,4.03112887414927,14.6666666666667,0.5,139.200012207031,0,747,17.3709527660402,1106.4,4.68152396839605,12.6,4.20317340430616,137.900010986328,5.76714969368792,747.32,28.8122080607046,2229.91015625,1682.34518771701,11.3592172662853,1673.71173828125,11.3592172662853,707.295403374566,17.3168122239846,707.672932128906,17.3168122239846,0,0,1,0,0,0,0,0,0,0.04,0.96,0,0,0,0,0
"082",0,1087.44444444444,5.19882465349407,19.3333333333333,1,115.855559455024,17.0871407382489,254.222222222222,17.3549544639116,1084.2,8.89756521002609,19.6,4.94974746830583,115.824003601074,21.6625708565237,253.32,28.8699959588959,1383.61840820312,1127.23852539062,17.3200648136952,1127.47510742188,17.3200648136952,922.099046495226,17.3206137909217,922.388215332031,17.3206137909217,0.222222222222222,0.777777777777778,0,0,0,0,0,0,0.32,0.6,0.08,0,0,0,0,0
"019",0,853.888888888889,5.79750904364203,19.1111111111111,4.25571511160124,50.5999997456869,3.29999923706055,2920.11111111111,17.2948290280971,852.84,9.70687041910694,19.16,4.25910788780937,50.5960000610352,4.65514753403595,2920.32,28.8728823177274,2070.990234375,256.644990709093,17.3210493264507,257.683080444336,17.3210493264507,72.796006096734,16.9804007506148,73.1616528320313,16.9804007506148,1,0,0,0,0,0,0,0,0.96,0.04,0,0,0,0,0,0
"010",0,778.222222222222,2.04803428790742,4.55555555555556,4.97772817435603,141.3000064426,20.1196423240557,2072,17.3205080756888,780.4,4.76969600708473,5.12,4.67546789102439,135.640006713867,21.7962346088585,2072,28.8675134594813,1998.49951171875,268.825112236871,17.3116515163811,269.819837646484,17.3116515163811,117.760204739041,17.2945206216265,120.04350189209,17.2945206216265,0,0.111111111111111,0.888888888888889,0,0,0,0,0,0,0.28,0.72,0,0,0,0,0
"123",0,922.222222222222,6.53409859463755,19,6,96.6111149258084,17.5670488787074,1597.77777777778,17.4554989743761,920.24,9.06127290542927,17.96,7.2426974717067,92.6480029296875,23.9969493183495,1597.84,28.907438489081,3150,782.474758572049,17.317274541976,782.815964355469,17.317274541976,209.446009318034,17.2891627933751,210.545129394531,17.2891627933751,0.111111111111111,0.777777777777778,0.111111111111111,0,0,0,0,0,0.28,0.52,0.2,0,0,0,0,0
"068",0,898.444444444444,2.185812841434,6.66666666666667,1.73205080756888,119.166670905219,16.8576404221086,1332.44444444444,17.5007936327979,899.28,1.90438091427809,6.52,1.80554700852678,122.192004089355,17.449855921343,1332.72,28.9043249358984,8564.8701171875,3576.236328125,17.3203073552339,3576.3109375,17.3203073552339,1606.19631618924,17.3197433656895,1606.36241699219,17.3197433656895,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0.24,0.76,0,0,0,0,0
"124",0,982,5.52268050859363,22.1111111111111,6.67915496983796,66.0555574629042,19.6123118154158,2308.22222222222,17.2755446931333,980.44,9.35895293288731,22.96,6.71118469422501,72.4640019226074,21.1462144796223,2308.12,28.7711081932321,9193.720703125,4950.59033203125,16.1818227220141,4945.44501953125,16.1818227220141,1815.23186577691,17.3201234428331,1815.37878417969,17.3201234428331,0.222222222222222,0.777777777777778,0,0,0,0,0,0,0.16,0.72,0.12,0,0,0,0,0
"209",0,969.111111111111,3.72305131728145,13,1.3228756555323,94.4222234090169,16.1606630948545,2623.88888888889,17.1569551818238,969.52,5.1487862647424,12.92,1.38202749610853,106.516002502441,26.0750646883395,2624.04,28.9186790846332,9947.8896484375,4180.07980685764,17.3203704088163,4180.1340234375,17.3203704088163,1392.93455674913,17.3199958526534,1393.12604492188,17.3199958526534,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0.24,0.56,0.2,0,0,0,0,0
